[[(2.0018134026577967, 2.1062089742054377), (0.0012973123099774275, 2.104140961433256), (0.00404089003496964, 1.8071365686507477), (2.001848444672548, 1.8004199736117774)], [(2.0098643457717635, 0.30735766625805927), (0.006946912611377954, 0.3013366665282526), (0.00035334472711306963, 0.005567266344401115), (2.007286390214851, 0.009275040664747096)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
0.25 (1.0918256044387817,0.9659966826438904) (0.21578103303909302,0.02556651271879673) 0.2199999988079071 0.13143333639258414 (5.189696113969205,0.959605016457059) 2.0 0.1179337810540265 (2.4171605110168457,0.419994592666626) (0.12034733593463898,-0.028246421366930008) 0.20874980092048645 0.21639048098770097 (2.4155280590057373,0.8898375034332275) (0.2337207794189453,0.0028324155136942863) 0.13125672936439514 0.28598020845433814 (2.403503894805908,1.2973177433013916) (0.352348655462265,0.05496883764863014) 0.18374745547771454 0.15877123469105547 (2.357656717300415,1.670825481414795) (0.38030028343200684,0.09807014465332031) 0.14673244953155518 0.3777899539287075 (1.094641175459065,1.8034699890297152) (0,0) 1e-07 0.13143333639258414 (1.0938138270284625,0.30460391324032265) (0,0) 1e-07 0.13143333639258414 
0.5 (1.1037766933441162,0.9717796444892883) (0.04780443757772446,0.02313174493610859) 0.2199999988079071 0.13143333639258414 (5.189696113969205,0.959605016457059) 2.0 0.45067091065158715 (2.447247266769409,0.41293299198150635) (0.12034733593463898,-0.028246421366930008) 0.20874980092048645 0.21639048098770097 (2.472115993499756,0.875264048576355) (0.22635206580162048,-0.05829375982284546) 0.13125672936439514 0.28598020845433814 (2.4902215003967285,1.3180116415023804) (0.3468707799911499,0.0827755331993103) 0.18374745547771454 0.15877123469105547 (2.4527318477630615,1.695343017578125) (0.38030028343200684,0.09807015210390091) 0.14673244953155518 0.3777899539287075 (1.1065726872839377,1.8034298754897777) (0,0) 1e-07 0.13143333639258414 (1.1057821920261246,0.304639891519419) (0,0) 1e-07 0.13143333639258414 
0.75 (1.1180027723312378,0.979701817035675) (0.056904103606939316,0.03168870508670807) 0.2199999988079071 0.13143333639258414 (5.189696113969205,0.959605016457059) 2.0 0.5081093115323932 (2.4773340225219727,0.4058713912963867) (0.12034734338521957,-0.02824641950428486) 0.20874980092048645 0.21639048098770097 (2.526270627975464,0.8533127307891846) (0.21661871671676636,-0.08780518919229507) 0.13125672936439514 0.28598020845433814 (2.575892448425293,1.34268319606781) (0.34268373250961304,0.0986863523721695) 0.18374745547771454 0.15877123469105547 (2.547806978225708,1.719860553741455) (0.38030028343200684,0.09807015210390091) 0.14673244953155518 0.3777899539287075 (1.1207719715681115,1.8033821377373807) (0,0) 1e-07 0.13143333639258414 (1.1200319572021238,0.30468272794934564) (0,0) 1e-07 0.13143333639258414 
1.0 (1.1333304643630981,0.9895286560058594) (0.061310891062021255,0.03930746018886566) 0.2199999988079071 0.13143333639258414 (5.189696113969205,0.959605016457059) 2.0 0.5701052778811572 (2.507420778274536,0.3988097906112671) (0.12034733593463898,-0.02824641764163971) 0.20874980092048645 0.21639048098770097 (2.5797739028930664,0.8298181295394897) (0.21401280164718628,-0.0939784124493599) 0.13125672936439514 0.28598020845433814 (2.660839796066284,1.369741439819336) (0.3397892117500305,0.10823318362236023) 0.18374745547771454 0.15877123469105547 (2.6428821086883545,1.7443780899047852) (0.38030025362968445,0.09807015210390091) 0.14673244953155518 0.3777899539287075 (1.1360664530619462,1.8033307179505815) (0,0) 1e-07 0.13143333639258414 (1.1353890510621527,0.30472889313641277) (0,0) 1e-07 0.13143333639258414 
1.25 (1.1496281623840332,1.0005533695220947) (0.06519095599651337,0.04409872740507126) 0.2199999988079071 0.13143333639258414 (5.189696113969205,0.959605016457059) 2.0 0.5947483448460509 (2.5375075340270996,0.39174818992614746) (0.12034733593463898,-0.02824641577899456) 0.20874980092048645 0.21639048098770097 (2.633277177810669,0.8063235282897949) (0.21401280164718628,-0.0939784124493599) 0.13125672936439514 0.28598020845433814 (2.7453439235687256,1.3981534242630005) (0.33801671862602234,0.1136479303240776) 0.18374745547771454 0.15877123469105547 (2.737957239151001,1.7688956260681152) (0.38030025362968445,0.0980701744556427) 0.14673244953155518 0.3777899539287075 (1.1523269023927274,1.8032760505963348) (0,0) 1e-07 0.13143333639258414 (1.1517197430615125,0.3047779850712513) (0,0) 1e-07 0.13143333639258414 
1.5 (1.1677026748657227,1.0135149955749512) (0.072298064827919,0.05184660851955414) 0.2199999988079071 0.13143333639258414 (5.189696113969205,0.959605016457059) 2.0 0.6221257400428084 (2.567594289779663,0.38468658924102783) (0.12034733593463898,-0.02824641577899456) 0.20874980092048645 0.21639048098770097 (2.6867804527282715,0.7828289270401001) (0.21401278674602509,-0.0939784124493599) 0.13125672936439514 0.28598020845433814 (2.8295984268188477,1.4272977113723755) (0.33701762557029724,0.11657720059156418) 0.18374745547771454 0.15877123469105547 (2.8330323696136475,1.7934131622314453) (0.38030025362968445,0.0980701744556427) 0.14673244953155518 0.3777899539287075 (1.1703576343078599,1.8032154315821314) (0,0) 1e-07 0.13143333639258414 (1.1698330559940031,0.30483243576925156) (0,0) 1e-07 0.13143333639258414 
1.75 (1.1855735778808594,1.0263876914978027) (0.07148348540067673,0.05149061232805252) 0.2199999988079071 0.13143333639258414 (5.189696113969205,0.959605016457059) 2.0 0.6242303440402841 (2.5976810455322266,0.3776249885559082) (0.12034732848405838,-0.028246412053704262) 0.20874980092048645 0.21639048098770097 (2.740283727645874,0.7593343257904053) (0.21401278674602509,-0.09397841989994049) 0.13125672936439514 0.28598020845433814 (2.913714647293091,1.4568387269973755) (0.33646461367607117,0.11816389858722687) 0.18374745547771454 0.15877123469105547 (2.928107500076294,1.8179306983947754) (0.38030025362968445,0.09807019680738449) 0.14673244953155518 0.3777899539287075 (1.1881850580360034,1.8031554960865968) (0,0) 1e-07 0.13143333639258414 (1.1877424939681238,0.30488627359572307) (0,0) 1e-07 0.13143333639258414 
2.0 (1.2027472257614136,1.0385515689849854) (0.06869465112686157,0.048655420541763306) 0.2199999988079071 0.13143333639258414 (5.189696113969205,0.959605016457059) 2.0 0.6162650383271437 (2.62776780128479,0.3705633878707886) (0.12034733593463898,-0.028246412053704262) 0.20874980092048645 0.21639048098770097 (2.7937870025634766,0.7358397245407104) (0.21401278674602509,-0.09397841989994049) 0.13125672936439514 0.28598020845433814 (2.9977548122406006,1.4865953922271729) (0.3361603617668152,0.11902666091918945) 0.18374745547771454 0.15877123469105547 (3.0231826305389404,1.8424482345581055) (0.38030025362968445,0.09807021915912628) 0.14673244953155518 0.3777899539287075 (1.2053176175190978,1.8030978967128422) (0,0) 1e-07 0.13143333639258414 (1.204952552338177,0.3049380090068191) (0,0) 1e-07 0.13143333639258414 
2.25 (1.219871997833252,1.0506985187530518) (0.06849928945302963,0.04858792573213577) 0.2199999988079071 0.13143333639258414 (5.189696113969205,0.959605016457059) 2.0 0.6169537435877915 (2.6578545570373535,0.36350178718566895) (0.12034732848405838,-0.028246408328413963) 0.20874980092048645 0.21639048098770097 (2.847290277481079,0.7123451232910156) (0.21401280164718628,-0.09397843480110168) 0.13125672936439514 0.28598020845433814 (3.0817530155181885,1.5164700746536255) (0.3359929323196411,0.11949849873781204) 0.18374745547771454 0.15877123469105547 (3.118257761001587,1.8669657707214355) (0.38030025362968445,0.09807024151086807) 0.14673244953155518 0.3777899539287075 (1.2224013586559708,1.803040461465538) (0,0) 1e-07 0.13143333639258414 (1.2221136844549805,0.30498959733998143) (0,0) 1e-07 0.13143333639258414 
2.5 (1.2370738983154297,1.0629642009735107) (0.06880740076303482,0.04906267672777176) 0.2199999988079071 0.13143333639258414 (5.189696113969205,0.959605016457059) 2.0 0.6194265214244383 (2.687941312789917,0.3564401865005493) (0.12034733593463898,-0.028246410191059113) 0.20874980092048645 0.21639048098770097 (2.9007935523986816,0.6888505220413208) (0.21401278674602509,-0.09397843480110168) 0.13125672936439514 0.28598020845433814 (3.1657280921936035,1.5464097261428833) (0.33590030670166016,0.11975858360528946) 0.18374745547771454 0.15877123469105547 (3.2133328914642334,1.8914833068847656) (0.38030022382736206,0.09807026386260986) 0.14673244953155518 0.3777899539287075 (1.239561828159441,1.8029827682587694) (0,0) 1e-07 0.13143333639258414 (1.2393523012052978,0.30504141860084694) (0,0) 1e-07 0.13143333639258414 
2.75 (1.2550569772720337,1.076114296913147) (0.07193239033222198,0.05260033905506134) 0.2199999988079071 0.13143333639258414 (5.189696113969205,0.959605016457059) 2.0 0.631390714472626 (2.7180280685424805,0.3493785858154297) (0.12034734338521957,-0.028246410191059113) 0.20874980092048645 0.21639048098770097 (2.954296827316284,0.665355920791626) (0.2140127718448639,-0.09397843480110168) 0.13125672936439514 0.28598020845433814 (3.2400004863739014,1.581170916557312) (0.297089159488678,0.13904467225074768) 0.18374745547771454 0.15877123469105547 (3.2953293323516846,1.9224299192428589) (0.32798561453819275,0.12378650158643723) 0.14673244953155518 0.3777899539287075 (1.2575004939575494,1.8029224587692865) (0,0) 1e-07 0.13143333639258414 (1.2573747479959505,0.3050955961447938) (0,0) 1e-07 0.13143333639258414 
3.0 (1.2728322744369507,1.0891143083572388) (0.07110125571489334,0.05200023204088211) 0.2199999988079071 0.13143333639258414 (5.189696113969205,0.959605016457059) 2.0 0.6314608865512527 (2.748114824295044,0.34231698513031006) (0.12034733593463898,-0.028246406465768814) 0.20874980092048645 0.21639048098770097 (3.0078001022338867,0.6418613195419312) (0.21401278674602509,-0.09397844970226288) 0.13125672936439514 0.28598020845433814 (3.302795648574829,1.6216001510620117) (0.2511802017688751,0.16171672940254211) 0.18374745547771454 0.15877123469105547 (3.363917350769043,1.9599982500076294) (0.27435246109962463,0.1502731442451477) 0.14673244953155518 0.3777899539287075 (1.2752318848883066,1.8028628461343843) (0,0) 1e-07 0.13143333639258414 (1.2751889637054212,0.30514914772220664) (0,0) 1e-07 0.13143333639258414 
3.25 (1.2914061546325684,1.1029046773910522) (0.07429571449756622,0.05516161769628525) 0.2199999988079071 0.13143333639258414 (5.189696113969205,0.959605016457059) 2.0 0.6386582050493931 (2.7782015800476074,0.33525538444519043) (0.12034734338521957,-0.028246406465768814) 0.20874980092048645 0.21639048098770097 (3.0613033771514893,0.6183667182922363) (0.2140127569437027,-0.09397844970226288) 0.13125672936439514 0.28598020845433814 (3.356982707977295,1.6662802696228027) (0.21674849092960358,0.17872069776058197) 0.18374745547771454 0.15877123469105547 (3.4224493503570557,2.002532720565796) (0.23412753641605377,0.17013810575008392) 0.14673244953155518 0.3777899539287075 (1.2937591926847902,1.8028005576405088) (0,0) 1e-07 0.13143333639258414 (1.293804131113255,0.30520510705237036) (0,0) 1e-07 0.13143333639258414 
