[[(2.0054563699472645, 2.101692851792261), (0.0028520726632816763, 2.1005586043707223), (0.004398442770448733, 1.804022095377944), (2.000470776994266, 1.8039665868336365)], [(2.006457150317677, 0.3000305539456926), (0.007853864688503732, 0.30014356652786167), (0.00852850777184584, 0.009781332084485153), (2.001331636737009, 0.005243448678558146)]]timestamp position0 velocity0 radius0 heading0 goal pref_speed theta position1 velocity1 radius1 heading1 position2 velocity2 radius2 heading2 position3 velocity3 radius3 heading3 position4 velocity4 radius4 heading4 position5 velocity5 radius5 heading5 position6 velocity6 radius6 heading6 
0.25 (1.4631356000900269,0.997345507144928) (0.09825248271226883,0.013403574004769325) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.13558275162539002 (2.4337706565856934,0.390727162361145) (0.3448163866996765,-0.06551625579595566) 0.14906740188598633 0.17554952680935387 (2.225703716278076,0.9146885275840759) (0.05100701004266739,-0.012504460290074348) 0.12816348671913147 0.3892041278344679 (2.439993143081665,1.2771921157836914) (0.3647945523262024,0.08492877334356308) 0.16213887929916382 -0.20989444886905062 (2.3077425956726074,1.6366236209869385) (0.31709688901901245,0.1014990508556366) 0.1571618914604187 -0.38606972530421346 (1.4631580317377113,1.8039815289015244) (0,0) 1e-07 -0.12932211027141627 (1.4630961716092838,0.3000612787161837) (0,0) 1e-07 -0.12932211027141627 
0.5 (1.4840303659439087,0.9995632171630859) (0.08357921987771988,0.008870752528309822) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10574000010426757 (2.519974708557129,0.37434810400009155) (0.3448163866996765,-0.06551625579595566) 0.14906740188598633 0.17554952680935387 (2.2798361778259277,0.906954824924469) (0.21653012931346893,-0.030934900045394897) 0.12816348671913147 0.3892041278344679 (2.531191825866699,1.2984243631362915) (0.36479452252388,0.08492875844240189) 0.16213887929916382 -0.20989444886905062 (2.3888893127441406,1.6551576852798462) (0.324586421251297,0.07413610070943832) 0.1571618914604187 -0.38606972530421346 (1.4840527359033935,1.8039809478431168) (0,0) 1e-07 -0.12932211027141627 (1.4839908119942131,0.3000600972124404) (0,0) 1e-07 -0.12932211027141627 
0.75 (1.508620262145996,1.0022563934326172) (0.09835974872112274,0.010772804729640484) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10908971171247742 (2.6061787605285645,0.3579690456390381) (0.3448163866996765,-0.06551624834537506) 0.14906740188598633 0.17554952680935387 (2.332486629486084,0.8921871781349182) (0.21060138940811157,-0.05907049402594566) 0.12816348671913147 0.3892041278344679 (2.6223905086517334,1.3196566104888916) (0.3647945523262024,0.08492875844240189) 0.16213887929916382 -0.20989444886905062 (2.4703190326690674,1.6724058389663696) (0.325718492269516,0.06899239867925644) 0.1571618914604187 -0.38606972530421346 (1.508642557192238,1.8039802640276252) (0,0) 1e-07 -0.12932211027141627 (1.5085805558299232,0.3000587067661894) (0,0) 1e-07 -0.12932211027141627 
1.0 (1.5329935550689697,1.0049138069152832) (0.09749305248260498,0.010629627853631973) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10860062069345357 (2.6923828125,0.3415899872779846) (0.3448163866996765,-0.06551624834537506) 0.14906740188598633 0.17554952680935387 (2.3851370811462402,0.8774195313453674) (0.21060137450695038,-0.05907049402594566) 0.12816348671913147 0.3892041278344679 (2.7135891914367676,1.3408887386322021) (0.3647945523262024,0.0849287360906601) 0.16213887929916382 -0.20989444886905062 (2.551748752593994,1.689653992652893) (0.3257185220718384,0.06899239867925644) 0.1571618914604187 -0.38606972530421346 (1.533015776196659,1.8039795862356014) (0,0) 1e-07 -0.12932211027141627 (1.5329536984094467,0.3000573285678254) (0,0) 1e-07 -0.12932211027141627 
1.25 (1.5591578483581543,1.0077581405639648) (0.10465694963932037,0.011377109214663506) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10828337557254542 (2.7785868644714355,0.32521092891693115) (0.3448163866996765,-0.06551625579595566) 0.14906740188598633 0.17554952680935387 (2.4377875328063965,0.8626518845558167) (0.21060137450695038,-0.05907049402594566) 0.12816348671913147 0.3892041278344679 (2.8047878742218018,1.3621209859848022) (0.3647945523262024,0.08492875844240189) 0.16213887929916382 -0.20989444886905062 (2.633178472518921,1.7069021463394165) (0.32571855187416077,0.06899239122867584) 0.1571618914604187 -0.38606972530421346 (1.5591799903678651,1.8039788586380006) (0,0) 1e-07 -0.12932211027141627 (1.559117830779908,0.3000558490965463) (0,0) 1e-07 -0.12932211027141627 
1.5 (1.5853058099746704,1.0106024742126465) (0.10459201037883759,0.011377546004951) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10835420924193855 (2.864790916442871,0.3088318705558777) (0.3448163866996765,-0.06551624834537506) 0.14906740188598633 0.17554952680935387 (2.4904379844665527,0.8478842377662659) (0.21060138940811157,-0.05907050147652626) 0.12816348671913147 0.3892041278344679 (2.895986557006836,1.3833532333374023) (0.3647945523262024,0.08492875099182129) 0.16213887929916382 -0.20989444886905062 (2.7146081924438477,1.7241501808166504) (0.3257185220718384,0.06899237632751465) 0.1571618914604187 -0.38606972530421346 (1.585327872866415,1.803978131494565) (0,0) 1e-07 -0.12932211027141627 (1.5852656314777531,0.3000543705487544) (0,0) 1e-07 -0.12932211027141627 
1.75 (1.6118152141571045,1.0134981870651245) (0.10603760182857513,0.011583086103200912) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10880424984386146 (2.9509949684143066,0.2924528121948242) (0.3448163866996765,-0.06551625579595566) 0.14906740188598633 0.17554952680935387 (2.543088436126709,0.8331165909767151) (0.21060138940811157,-0.05907050147652626) 0.12816348671913147 0.3892041278344679 (2.98718523979187,1.404585361480713) (0.3647945523262024,0.0849287360906601) 0.16213887929916382 -0.20989444886905062 (2.7960379123687744,1.7413983345031738) (0.3257185220718384,0.06899240612983704) 0.1571618914604187 -0.38606972530421346 (1.6118371965018055,1.8039773942998552) (0,0) 1e-07 -0.12932211027141627 (1.6117748718350833,0.3000528715630749) (0,0) 1e-07 -0.12932211027141627 
2.0 (1.6384077072143555,1.016404628753662) (0.106369748711586,0.011625861749053001) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.1088645748498839 (3.037199020385742,0.27607375383377075) (0.3448163866996765,-0.06551625579595566) 0.14906740188598633 0.17554952680935387 (2.5957388877868652,0.8183489441871643) (0.21060137450695038,-0.05907050147652626) 0.12816348671913147 0.3892041278344679 (3.0783839225769043,1.425817608833313) (0.3647945523262024,0.08492875844240189) 0.16213887929916382 -0.20989444886905062 (2.877467632293701,1.7586464881896973) (0.325718492269516,0.06899239122867584) 0.1571618914604187 -0.38606972530421346 (1.6384296087135914,1.8039766547945446) (0,0) 1e-07 -0.12932211027141627 (1.6383672004602943,0.3000513678791045) (0,0) 1e-07 -0.12932211027141627 
2.25 (1.6650618314743042,1.0193192958831787) (0.10661643743515015,0.011658748611807823) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10891948784150053 (3.1234030723571777,0.2596946954727173) (0.3448163866996765,-0.06551624834537506) 0.14906740188598633 0.17554952680935387 (2.6483893394470215,0.8035812973976135) (0.21060138940811157,-0.05907050147652626) 0.12816348671913147 0.3892041278344679 (3.1695826053619385,1.4470497369766235) (0.3647945523262024,0.0849287360906601) 0.16213887929916382 -0.20989444886905062 (2.958897352218628,1.7758946418762207) (0.32571855187416077,0.06899238377809525) 0.1571618914604187 -0.38606972530421346 (1.665083651899287,1.8039759135753455) (0,0) 1e-07 -0.12932211027141627 (1.6650211598228921,0.300049860710176) (0,0) 1e-07 -0.12932211027141627 
2.5 (1.690507173538208,1.022119402885437) (0.10178136825561523,0.011200521141290665) 0.2199999988079071 -0.12932211027141627 (6.410004306094665,0.9939946110550941) 2.0 0.10960389606992886 (3.2096071243286133,0.24331563711166382) (0.3448163568973541,-0.06551624834537506) 0.14906740188598633 0.17554952680935387 (2.7010397911071777,0.7888136506080627) (0.21060137450695038,-0.05907050147652626) 0.12816348671913147 0.3892041278344679 (3.2607812881469727,1.4682819843292236) (0.3647945523262024,0.08492875844240189) 0.16213887929916382 -0.20989444886905062 (3.0403270721435547,1.7931426763534546) (0.3257185220718384,0.06899236142635345) 0.1571618914604187 -0.38606972530421346 (1.690528916075662,1.8039752059709415) (0,0) 1e-07 -0.12932211027141627 (1.6904663434712015,0.3000484218924133) (0,0) 1e-07 -0.12932211027141627 
